,label,text,name
722,1,"From: gspira@nyx.cs.du.edu (Greg Spira)
Subject: Re: Notes on Jays vs. Indians Series
Organization: University of Denver, Dept. of Math & Comp. Sci.
Distribution: na
Lines: 30


>Something else to consider:

>Alomar's H-R splits were .500-.363 SLG, .444-.369 OBP! Baerga's was .486-.424
>and .392-.318. Pretty clearly, Alomar got a HUGE boost from his home park.

Not necessarily.  It could mean that, or it could mean that he just hit
a lot better at home than he did on the road (see Frank Thomas' home/road
splits in '91 for an example).  I would guess that some of Alomar's split
is due to the Skydome, but most of it is probably due just to coincidence.
There's no way to be sure, of course, but the only hitters the Skydome
seems to regularly help a lot are right handed home run hitters, and
Alomar is not a home run hitter.

>I'd say you could make a good for them being about equal right now. T&P
>rated Baerga higher, actually.

Only because of t&P's bogus fielding stats, which rate Alomar as the worst
defensive second baseman in the league.  On a career basis, I think T&P's
fielding stats may mean something, but on a seasonal basis it comes up
with ridiculous results like this.  Alomar may not be the god of fielding
the media says he is, but he sure isn't the worst in baseball.

Offensively, T&P rate Alomar much higher last year.

Regarding the A vs. B argument, I'll just say they're both very good players
with different strengths and a bright future.


Greg 
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104589
2572,0,"From: jaeger@buphy.bu.edu (Gregg Jaeger)
Subject: Re: The Inimitable Rushdie
Organization: Boston University Physics Department
Lines: 17

In article <16BB112525.I3150101@dbstu1.rz.tu-bs.de> I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau) writes:
 
>I assume that you  say here a religious law is for the followers of the
>religion. That begs the question why the religion has the right to define
>who is a follower even when the offenders disagree.

No, I say religious law applies to those who are categorized as
belonging to the religion when event being judged applies. This
prevents situations in which someone is a member of a religion
who, when charged, claims that he/she was _not_ a member of the
religion so they are free to go on as if nothing had happened.



Gregg


",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\53755
1657,0,"From: william.vaughan@uuserv.cc.utah.edu (WILLIAM DANIEL VAUGHAN)
Subject: Re: A silly question on x-tianity
Lines: 9
Organization: University of Utah Computer Center

In article <pww-120493020107@spac-at1-59.rice.edu> pww@spacsun.rice.edu (Peter Walker) writes:
>From: pww@spacsun.rice.edu (Peter Walker)
>Subject: Re: A silly question on x-tianity
>Date: Mon, 12 Apr 1993 07:06:33 GMT
>In article <1qaqi1INNgje@gap.caltech.edu>, werdna@cco.caltech.edu (Andrew
>Tong) wrote:
>> 

so what
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\53526
686,1,"Organization: Stanford Linear Accelerator Center
From: Thomas Hyer <IOR@SLACVM.SLAC.STANFORD.EDU>
Subject: Re: Jays' Darrin Jackson is a nightmare!
 <1993Apr20.020513.27363@alchemy.chem.utoronto.ca> <C5sMzy.BDE@ra.nrl.navy.mil>
Lines: 21

In article <C5sMzy.BDE@ra.nrl.navy.mil>, klinker@itd.nrl.navy.mil (Eric Klinker)
says:
>
>
>DJ was a popular player in San Diego, Derek Bell was not faring well in the
>clubhouse at Toronto, so no matter how bad he looks now I still think it
>was a steal for the Jays just from the perspective of team chemistry.
>No statistic can describe it (sorry statheads) and since there are so many
>new faces in the clubhouse I think the Jays are still trying to find it.
>
>(Insert the same comment into the Jack Morris v. Clemens WS Ring string)
>
  I laugh at you now, and I will laugh at you again, equally publicly,
when the Jays finish third due to the severe depletion of their talent.
I think Bill James put it best (about Sparky Anderson, _Abstract_ 1983):

""There are a million guys in this country with great attitudes, but there
are only about five hundred who can play a major league brand of baseball;
which are you going to take?""

Tom Hyer
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\rec.sport.baseball\104729
1031,0,"From: I3150101@dbstu1.rz.tu-bs.de (Benedikt Rosenau)
Subject: Re: After 2000 years, can we say that Christian Morality is
Organization: Technical University Braunschweig, Germany
Lines: 35

In article <1r0fpv$p11@horus.ap.mchp.sni.de>
frank@D012S658.uucp (Frank O'Dwyer) writes:
 
(Deletion)
>#      Point: Morals are, in essence, personal opinions. Usually
>#(ideally) well-founded, motivated such, but nonetheless personal. The
>#fact that a real large lot of people agree on some moral question,
>#sometimes even for the same reason, does not make morals objective; it
>#makes humans somewhat alike in their opinions on that moral question,
>#which can be good for the evolution of a social species.
>
>And if a ""real large lot"" (nice phrase) of people agree that there is a
>football on a desk, I'm supposed to see a logical difference between the two?
>Perhaps you can explain the difference to me, since you seem to see it
>so clearly.
>
(rest deleted)
 
That's a fallacy, and it is not the first time it is pointed out.
For one, you have never given a set of morals people agree upon. Unlike
a football. Further, you conveniently ignore here that there are
many who would not agree on tghe morality of something. The analogy
does not hold.
 
One can expect sufficiently many people to agree on its being a football,
while YOU have to give the evidence that only vanishing number disagrees
with a set of morals YOU have to give.
 
Further, the above is evidence, not proof. Proof would evolve out of testing
your theory of absolute morals against competing theories.
 
 
The above is one of the arguments you reiterate while you never answer
the objections. Evidence that you are a preacher.
   Benedikt
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\alt.atheism\53591
851,1,"Subject: Re: FLORIDA SUCKS!
From: csc2imd@cabell.vcu.edu (Ian M. Derby)
Expires: Sat, 1 May 1993 04:00:00 GMT
Organization: Virginia Commonwealth University
Lines: 8


This talk about the Phillies winning the NL East is scary.  VERY
scary!  Don't get me wrong, Im a Phillies fan but as late as last
year they looked helpless.  The funny thing was they did have a lot
of injuries in '92 spring training that basically killed their
chances.  Of course, don't forget the Dykstra wrist injury in the
first or second game?  

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\rec.sport.baseball\104073
2455,2,"Subject: Space FAQ 01/15 - Introduction
From: leech@cs.unc.edu (Jon Leech)
Expires: 6 May 1993 19:53:44 GMT
Organization: University of North Carolina, Chapel Hill
Keywords: Frequently Asked Questions
Supersedes: <intro_730956346@cs.unc.edu>
NNTP-Posting-Host: mahler.cs.unc.edu
Lines: 310

Archive-name: space/intro
Last-modified: $Date: 93/04/01 14:39:10 $

    FREQUENTLY ASKED QUESTIONS ON SCI.SPACE/SCI.ASTRO

    INTRODUCTION

    This series of linked messages is periodically posted to the Usenet
groups sci.space and sci.astro in an attempt to provide good answers to
frequently asked questions and other reference material which is worth
preserving. If you have corrections or answers to other frequently asked
questions that you would like included in this posting, send email to
leech@cs.unc.edu (Jon Leech).

    If you don't want to see the FAQ, add 'Frequently Asked Questions' to
your KILL file for this group (if you're not reading this with a newsreader
that can kill articles by subject, you're out of luck).

    The FAQ volume is excessive right now and will hopefully be trimmed down
by rewriting and condensing over time. The FAQ postings are available in
the Ames SPACE archive in FAQ/faq<#>.

    Good summaries will be accepted in place of the answers given here. The
point of this is to circulate existing information, and avoid rehashing old
answers. Better to build on top than start again. Nothing more depressing
than rehashing old topics for the 100th time. References are provided
because they give more complete information than any short generalization.

    Questions fall into three basic types:

    1) Where do I find some information about space?

    Try your local public library first. The net is not a good place to ask
    for general information. Ask INDIVIDUALS (by email) if you must. There
    are other sources, use them, too. The net is a place for open ended
    discussion.

    2) I have an idea which would improve space flight?

    Hope you aren't surprised, but 9,999 out of 10,000 have usually been
    thought of before. Again, contact a direct individual source for
    evaluation. NASA fields thousands of these each day.

    3) Miscellanous queries.

    These are addressed on a case-by-case basis in the following series of
    FAQ postings.


    SUGGESTIONS FOR BETTER NETIQUETTE

    Read news.announce.newusers if you're on Usenet.
    Minimize cross references, [Do you REALLY NEED to?]
    Edit ""Subject:"" lines, especially if you're taking a tangent.
    Send mail instead, avoid posting follow ups. (1 mail message worth
	100 posts).
    Internet mail readers: send requests to add/drop to SPACE-REQUEST
	not SPACE.
    Read all available articles before posting a follow-up. (Check all
	references.)
    Cut down attributed articles (leave only the points you're
	responding to; remove signatures and headers). Summarize!
    Put a return address in the body (signature) of your message (mail
	or article), state your institution, etc. Don't assume the
	'reply' function of mailers will work.
    Use absolute dates. Post in a timely way. Don't post what everyone
	will get on TV anyway.
    Some editors and window systems do character count line wrapping:
	keep lines under 80 characters for those using ASCII terminals
	(use carriage returns).


    INDEX TO LINKED POSTINGS

    I've attempted to break the postings up into related areas. There isn't
    a keyword index yet; the following lists the major subject areas in each
    posting. Only those containing astronomy-related material are posted to
    sci.astro (indicated by '*' following the posting number).

    #	Contents

    1*	Introduction
	    Suggestions for better netiquette
	    Index to linked postings
	    Notes on addresses, phone numbers, etc.
	    Contributors

    2*	Network resources
	    Overview
	    Mailing lists
	    Periodically updated information
	    Warning about non-public networks

    3*	Online (and some offline) sources of images, data, etc.
	    Introduction
	    Viewing Images
	    Online Archives
		NASA Ames
		NASA Astrophysics Data System
		NASA Jet Propulsion Lab (Mission Information and Images)
		NASA Langley (Technical Reports)
		NASA Spacelink
		National Space Science Data Center
		Space Telescope Science Institute Electronic Info. Service
		Starcat
		Astronomical Databases
		Astronomy Programs
		Orbital Element Sets
		SPACE Digest
	    Landsat & NASA Photos
	    Planetary Maps
	    Cometary Orbits

    4*	Performing calculations and interpreting data formats
	    Computing spacecraft orbits and trajectories
	    Computing planetary positions
	    Computing crater diameters from Earth-impacting asteroids
	    Map projections and spherical trignometry
	    Performing N-body simulations efficiently
	    Interpreting the FITS image format
	    Sky (Unix ephemeris program)
	    Three-dimensional star/galaxy coordinates

    5*	References on specific areas
	    Publishers of space/astronomy material
	    Careers in the space industry
	    DC-X single-stage to orbit (SSTO) program
	    How to name a star after a person
	    LLNL ""great exploration""
	    Lunar Prospector
	    Lunar science and activities
	    Orbiting Earth satellite histories
	    Spacecraft models
	    Rocket propulsion
	    Spacecraft design
	    Esoteric propulsion schemes (solar sails, lasers, fusion...)
	    Spy satellites
	    Space shuttle computer systems
	    SETI computation (signal processing)
	    Amateur satellies & weather satellites
	    Tides

    6*	Constants and equations for calculations

    7*	Astronomical Mnemonics

    8	Contacting NASA, ESA, and other space agencies/companies
	    NASA Centers / Arianespace / ESA / NASDA / Soyuzkarta / Space
		Camp / Space Commerce Corporation / Spacehab / SPOT Image
	    Other commercial space businesses

    9	Space shuttle answers, launch schedules, TV coverage
	    Shuttle launchings and landings; schedules and how to see them
	    Why does the shuttle roll just after liftoff?
	    How to receive the NASA TV channel, NASA SELECT
	    Amateur radio frequencies for shuttle missions
	    Solid Rocket Booster fuel composition

    10	Planetary probes - Historical Missions
	    US planetary missions
	    Mariner (Venus, Mars, & Mercury flybys and orbiters)
	    Pioneer (Moon, Sun, Venus, Jupiter, and Saturn flybys and orbiters)
	    Ranger (Lunar lander and impact missions)
	    Lunar Orbiter (Lunar surface photography)
	    Surveyor (Lunar soft landers)
	    Viking (Mars orbiters and landers)
	    Voyager (Outer planet flybys)
	    Soviet planetary missions
	    Soviet Lunar probes
	    Soviet Venus probes
	    Soviet Mars probes
	    Japanese planetary missions
	    Planetary mission references

    11	Upcoming planetary probes - missions and schedules
	    Cassini
	    Galileo
	    Magellan
	    Mars Observer
	    TOPEX/Poseidon
	    Ulysses
	    Other space science missions
	    Proposed missions

    12	Controversial questions
	    What happened to the Saturn V plans
	    Why data from space missions isn't immediately available
	    Risks of nuclear (RTG) power sources for space probes
	    Impact of the space shuttle on the ozone layer
	    How long can a human live unprotected in space
	    How the Challenger astronauts died
	    Using the shuttle beyond Low Earth Orbit
	    The ""Face on Mars""

    13	Space activist/interest/research groups and space publications
	    Groups
	    Publications
	    Undocumented Groups

    14	How to become an astronaut

    15	Orbital and Planetary Launch Services


    NOTES ON ADDRESSES, PHONE NUMBERS, ETC.

    Unless otherwise specified, telephone numbers, addresses, and so on are
    for the United States of America. Non-US readers should remember to add
    the country code for telephone calls, etc.


    CREDITS

    Eugene Miya started a series of linked FAQ postings some years ago which
    inspired (and was largely absorbed into) this set.

    Peter Yee and Ron Baalke have and continue to spend a lot of their own
    time setting up the SPACE archives at NASA Ames and forwarding official
    NASA announcements.

    Many other people have contributed material to this list in the form of
    old postings to sci.space and sci.astro which I've edited. Please let me
    know if corrections need to be made. Contributors I've managed to keep
    track of are:

    0004847546@mcimail.com (Francis Reddy)	- map projections
    ad038@yfn.ysu.edu (Steven Fisk)		- publication refs.
    akerman@bill.phy.queensu.CA (Richard Akerman)   - crater diameters
    alweigel@athena.mit.edu (Lisa Weigel)	- SEDS info
    aoab314@emx.utexas.edu (Srinivas Bettadpur) - tides
    awpaeth@watcgl.waterloo.edu (Alan Wm Paeth) - map projections
    aws@iti.org (Allen W. Sherzer)		- Great Exploration
    baalke@kelvin.jpl.nasa.gov (Ron Baalke)	- planetary probe schedules
    bankst@rata.vuw.ac.nz (Timothy Banks)	- map projections,
	variable star analysis archive
    bern@uni-trier.de (Jochen Bern)		- German mnemonic translation
    brosen@pioneer.arc.nasa.gov (Bernie Rosen)	- Space Camp
    bschlesinger@nssdca.gsfc.nasa.gov (Barry Schlesinger)   - FITS format
    cew@venera.isi.edu (Craig E. Ward)		- space group contact info
    chapin@cbnewsc.att.com (Tom Chapin)		- planetary positions
    cunnida@tenet.edu (D. Alan Cunningham)	- NASA Spacelink
    cyamamot@kilroy.Jpl.Nasa.Gov (Cliff Yamamoto) - orbital elements
    datri@convex.com (Anthony Datri)		- PDS/VICAR viewing software
    daver@sjc.mentorg.com (Dave Rickel)		- orbit formulae
    dlbres10@pc.usl.edu (Phil Fraering)		- propulsion
    eder@hsvaic.boeing.com (Dani Eder)		- Saturn V plans, SRBs
    eugene@eos.arc.nasa.gov (Eugene N. Miya)	- introduction,
	NASA contact info, started FAQ postings
    french@isu.isunet.edu (Patrick M. French)	- space group contact info
    g@telesoft.com (Gary Morris)		- amateur radio info
    gaetz@cfa.harvard.edu (Terry Gaetz)		- N-body calculations,
	orbital dynamics
    grandi@noao.edu (Steve Grandi)		- planetary positions
    greer%utd201.dnet%utadnx@utspan.span.nasa.gov (Dale M. Greer)   - constants
    henry@zoo.toronto.edu (Henry Spencer)	- survival in vacuum,
	astronaut how-to, Challenger disaster, publication refs, DC-X
    higgins@fnal.bitnet (William Higgins)	- RTGs, publishers,
	shuttle landings, spysats, propulsion, ""Face on Mars""
    hmueller@cssun.tamu.edu (Hal Mueller)	- map projections,
	orbital dynamics
    jbh55289@uxa.cso.uiuc.edu (Josh Hopkins)	- launch services
    jim@pnet01.cts.com (Jim Bowery)		- propulsion, launch services
    jnhead@pirl.lpl.arizona.edu (James N. Head) - atmospheric scale heights
    jscotti@lpl.arizona.edu (Jim Scotti)	- planetary positions
    kcarroll@zoo.toronto.edu (Kieran A. Carroll)- refs for spacecraft design
    ken@orion.bitnet (Kenneth Ng)		- RTGs
    kjenks@gothamcity.jsc.nasa.gov (Ken Jenks)	- shuttle roll manuever
    klaes@verga.enet.dec.com (Larry Klaes)	- planetary probe history
    leech@cs.unc.edu (Jon Leech)		- crater diameters
    lfa@ssi.com (Lou Adornato)			- orbital dynamics
    maury.markowitz@egsgate.fidonet.org (Maury Markowitz)   - propulsion
    max@west.darkside.com (Erik Max Francis)	- equations
    mbellon@mcdurb.Urbana.Gould.COM		- N-body calculations
    mcconley@phoenix.Princeton.edu (Marc Wayne Mcconley)    - space careers
    msb@sq.com (Mark Brader)			- Mariner 1 info.
    mwm@cmu.edu (Mark Maimone)			- SPACE Digest
    nickw@syma.sussex.ac.uk (Dr. Nick Watkins)	- models, spysats
    ohainaut@eso.org (Olivier R. Hainaut)	- publishers, STARCAT
    oneil@aio.jsc.nasa.gov (Graham O'Neil)	- Lunar Prospector
    panama@cup.portal.com (Kenneth W Durham)	- cometary orbits, IAU
    paul.blase@nss.fidonet.org (Paul Blase)	- propulsion
    pjs@plato.jpl.nasa.gov (Peter Scott)	- RTGs
    pschleck@unomaha.edu (Paul W. Schleck)	- AMSAT, ARRL contact info
    rdb@mel.cocam.oz.au (Rodney Brown)		- propulsion refs
    rja7m@phil.cs.virginia.edu (Ran Atkinson)	- FTPable astro. programs
    rjungcla@ihlpb.att.com (R. Michael Jungclas)- models
    roelle@sigi.jhuapl.edu (Curt Roelle)	- German mnemonic translation
    seal@leonardo.jpl.nasa.gov (David Seal)	- Cassini mission schedule
    shafer@skipper.dfrf.nasa.gov (Mary Shafer)	- photos, shuttle landings
    smith@sndpit.enet.dec.com (Willie Smith)	- photos
    stephen@gpwd.gp.co.nz (Stephen Dixon)	- shuttle audio frequencies
    sterner@warper.jhuapl.edu (Ray Sterner)	- planetary positions
    stooke@vaxr.sscl.uwo.ca (Phil Stooke)	- planetary maps
    ted_anderson@transarc.com (Ted Anderson)	- propulsion
    terry@astro.as.utexas.edu (Terry Hancock)	- NASA center info
    thorson@typhoon.atmos.coloState.edu (Bill Thorson) - FITS info
    tm2b+@andrew.cmu.edu (Todd L. Masco)	- SPACE Digest
    tom@ssd.csd.harris.com (Tom Horsley)	- refs for algorithms
    veikko.makela@helsinki.fi (Veikko Makela)	- orbital element sets
    Wales.Larrison@ofa123.fidonet.org (Wales Larrison) - groups & publications
    wayne@csri.utoronto.ca (Wayne Hayes)	- constants
    weemba@libra.wistar.upenn.edu (Matthew P Wiener) - Voyager history
    yamada@yscvax.ysc.go.jp (Yoshiro Yamada)	- ISAS/NASDA missions
    yee@ames.arc.nasa.gov (Peter Yee)		- AMES archive server,
	propulsion

    In Net memoriam:
	Ted Flinn

NEXT: FAQ #2/15 - Network Resources
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\sci.space\59871
1002,0,"From: kempmp@phoenix.oulu.fi (Petri Pihko)
Subject: Re: Atheism survey
Organization: University of Oulu, Finland
Lines: 88
X-Newsreader: TIN [version 1.1 PL9]

I replied to this query via e-mail, but I think there are some
issues that are worth discussing in public.

MTA (mtabbott@unix.amherst.edu) wrote:
> I am doing research on atheism, part of which involves field research here
> on the net.  The following is a survey directed towards all readers of this
> group, intended to get data about the basis of atheistic belief.

I would recommend you to take a look at

1) your dictionary
2) alt.atheism FAQ files

to notice that atheism is _not_ a belief system, and what is common
to all atheists is not a belief, but a _lack of belief in deities_.
I cannot imagine how anyone could do research on atheism without
paying careful attention to this issue. 

> First of all, I've tried to structure questions that can be answered in a
> variety of ways, with varying amounts of detail; it's possible to give 
> succinct answers to most everything, but there's enough here to keep most of 
> you typing for hours, I'm sure.

IMHO, this is a poor method to do any real survey, although I'm sure the
replies might keep you amused for hours.

> Also, I tend to use a lot of anthropological buzzwords like ""belief system""
> although I know some of you might contend that you don't have ANY beliefs
> , but
> are skeptical towards everything.  I understand; but you know what I mean.
> Think of such buzzwords as abbreviations for the rather unweildy phrases 
> required to get the precise idea across.  

No, I do _not_ know what you mean. If you are surveying our individual
philosophies, fine, but that's not strictly atheism. Atheism is not
just another, godless version of the theistic explanations for life,
the universe and everything. It is not a belief system, and it could
hardly be called a philosophical system.

Once more: Atheism is characterised by lack of belief in deities. 
Do not twist the meaning, or assume that we have some kind of
philosophy we all agree on.

Some comments on your questions:

> What contact with other atheists have you had; before and after (and during)
> your ""conversion"" to atheism?  (Certainly your involvement with alt.atheism
> counts -- how have net discussions affected your beliefs?)  

I would also like to hear more about this. Have we been able to 'convert'
anyone?

> Are you convinced that your beliefs were acquired through wholly rational
> means (proofs of the non-existence of God, etc), or was it perhaps, at least 
> in part, through other means (alienation from mainstream religion, etc)?  

This question contains a contradiction in terms. _Beliefs_ 
cannot be acquired rationally - if they could, they would not be 
beliefs! You also seem to have rather strange ideas of how people become
atheists - those who are alienated from religion do not necessarily
become atheists, they just think very little about religion. It seems
it requires a considerable time of honest inquiry to find out that
religions are actually intellectually dishonest virtual realities.

Those who have never had beliefs will certainly find this question
quite odd - how can lack of belief be acquired? When did I acquire
lack of belief in the Easter Bunny? (I did believe in Santa, though ;-))

> To what extent do you feel you ""understand"" the universe through your 
> beliefs? What phenomena of the universe and of human existence (anything
> from physical phenomena to the problem of the existence of evil in human
> affairs) do you feel are adequately dealt with by your beliefs, and where
> are they lacking as an explanatory method?  

This question does not make any sense, since atheism does not deal with
these issues - it is not a worldview, or a philosophy, or a belief system.

Sigh, why haven't I seen a good, well-thought survey in the Usenet
for three years... and what is the point of doing surveys in the net,
anyway? Just to abstract some opinions?

Petri

--
 ___. .'*''.*        Petri Pihko    kem-pmp@          Mathematics is the Truth.
!___.'* '.'*' ' .    Pihatie 15 C    finou.oulu.fi    Physics is the Rule of
       ' *' .* '*    SF-90650 OULU  kempmp@           the Game.
          *'  *  .*  FINLAND         phoenix.oulu.fi  -> Chemistry is The Game.
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\alt.atheism\53664
313,0,"From: livesey@solntze.wpd.sgi.com (Jon Livesey)
Subject: Re: Jews can't hide from keith@cco.
Organization: sgi
Lines: 16
Distribution: world
NNTP-Posting-Host: solntze.wpd.sgi.com

In article <C51DAq.2Fqs@austin.ibm.com>, karner@austin.ibm.com (F. Karner) writes:
>
> So, you consider the german poster's remark anti-semitic? 

When someone says:

	""So after 1000 years of sightseeing and roaming around its 
	ok to come back, kill Palastinians, and get their land back, 
	right?""

Yes, that's casual antisemitism.    I can think of plenty of ways
to criticize Israeli policy without insulting Jews or Jewish history.

Can't you?

jon 
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-train\alt.atheism\51214
2258,2,"From: prb@access.digex.net (Pat)
Subject: Re: Space Manuevering Tug (was HST servicing mission_)
Organization: Express Access Online Communications USA
Lines: 83
NNTP-Posting-Host: access.digex.net

In article <C6BBow.IH9@news.cso.uiuc.edu> jbh55289@uxa.cso.uiuc.edu (Josh Hopkins) writes:
>prb@access.digex.net (Pat) writes:
|
|>Given that what i described for the HST  seemed to be the SMT,   and given
|>the mass amrgins on the discovery mission  is tight enough that  spacewalking
|>has to be carefully constrained.....  No EDO pallets,  no spare Suits,
|>no extra MMU's.   
|
|Has someone actually verified that mass is the predominant constraint on this
|mission?  You seem to be assuming it without giving supporting evidence.  
|

Someone from NASA posted that there were very significant mass margins
on the HST re-boost mission.  A while back i had asked why not carry
the EDO pallet up,  and the answer was the mass margins were tight enough, they weren't even carrying extra suits.

|>WHy not do this?
|
|>	Quick Test  Goldins philosophjy  of faster cheaper, better.
|
|>Build a real fast Space TUg,  to handle the re-boost  of the HST  using
|>clean Cryo fuels,  and get it ready before the  HST mission.
|
|Pat, this would be slower, more expensive and worse.  
|
|Slower:  The shuttle mission is scheduled to go up in December.  That's less
|than eight months away.  There is no way you could build new hardware, retrain
|and reschedule the EVA's in that time.
|

Where's wingo when you need him:-)

COme on.   Knock that S**T off.

YOu forget,  that during skylab,  they did  overnight mission planning
for the repair EVA's.   Also during theøÄ   
Intelsat Mission,   they did overnight  WETF simulations.
I somehow think they could train up a new  EVA in  8 months.

And as for building hardware,  anything can  be built if you want it
bad enough.

YOu forget,  the  BUS 1  is already built.  all they'd ahve to do
is soup it up, even test it  on a delta mission.

Don't get into this mode of  negativism.   besides,  at the rate
missions slip,   the Discovery won't launch on this mission until
March.  that's almost a year.

|More Expensive:  Your proposal still requires the shuttle to do everything it
|was going to do execpt fire the OMS.  In addition, you've added significant
|extra cost for a new piece of complex hardware.
|

Ah,  but how much more expensive is the Second HST servicing mission.

YOu forget,  there is a bum FGS,  the Solar array electronics, are
getting hinky  and there is still 8 months until the servicing mission.

The time for the space walks are growing rapidly.  THis was orignally
planned out as 3 spacewalks,  now they are at 5 EVA's  with 3 reserve
walks.

If the SMT can avoid a second servicing mission that's $500 million
saved.  If the Weight savings,  means they  can sit on orbit  for 30 Days.
and  handle any contingency  problems,  that's quite a savings.

|
|According to a GAO report on the OMV I have before me, there are
|only two currently planned missions that could use such a vehicle -- HST and
|AXAF.  Since AXAF has since been scaled back and HST can rely on the shuttle,
|there doesn't seem to be any need for your vehicle.


Of course,  there wasn't any need for the Saturn  V  after apollo too.

as for the problems with the aperture door,  I am sure they can
work out some way to handle  that.  Maybe a Plug  made from
Frozen ice.?   it'll keep out any contamination,
yet sublime away  after teh boost.

pat

",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\sci.space\61534
2499,0,"From: dgraham@bmers30.bnr.ca (Douglas Graham)
Subject: Re: ""Cruel"" (was Re: <Political Atheists?)
Organization: Bell-Northern Research, Ottawa, Canada
Lines: 52

In article <1r2j7d$6e1@fido.asd.sgi.com> livesey@solntze.wpd.sgi.com (Jon Livesey) writes:
>In article <1993Apr17.041535.7472@bmerh85.bnr.ca>, dgraham@bmers30.bnr.ca (Douglas Graham) writes:
>|> According to Jerry Mander's _In the Absence of the Sacred_ (good
>|> book, BTW), the Great Binding Law of the Iroquois Confederacy
>|> also played a significant role as a model for the U.S. Constitution.
>|> Furthermore, apparently Marx and Engels were strongly influenced
>|> by a study of Iroquois society, using it as the prime example of
>|> a successful, classless, egalitarian, noncoercive society.  Mander
>|> goes on to say that both the U.S. and the U.S.S.R. would do well
>|> to study the original document, figure out where each went wrong,
>|> and try to get it right next time.
>
>That's fascinating.   I heard that the Chinese, rather than
>the Italians, invented pasta.

That's fascinating.  I take it that you're expressing skepticism
at the idea that those ignorant savages could have influenced
the Constitution of the people who stole their continent.  You
could be right, but it sounds plausible to me.  Is there any
reason that you dismiss it out-of-hand?  Here's some more:

   Recent scholarship has shown that in the mid-1700s Indians were not
   only invited to participate in the deliberations of our ""founding
   fathers,"" but that the Great Binding Law of the Iroquois Confederacy
   arguably became the single most important model for the 1754 Albany
   Plan of Union, and later the Articles of Confederation and the
   Constitution.  That this would be absent from our school texts,
   and from history, and from media is not surprising given the devotion
   Americans feel to our founding myth: Great men gathered to express
   a new vision that has withstood the test of time.  If it were
   revealed that Indians had a role in it, imagine the blow to the
   American psyche.
   ...
      By 1754, when most of these men and others gathered to creat the
   Albany Plan of Union, the first try at confederation, they invited
   forty-two members of the Iroquois Grand Council to serve as advisors
   on confederate structures.  Benjamin Franklin freely acknowledged
   his interest in the Iroquois achievement in a famous speech at
   Albany Congress: ""It would be a strange thing...if six nations
   of ignorant savages[sic] should be capable of forming such a union
   and be able to execute it in such a manner that it has subsisted
   for ages and appears indissoluble, and yet that a like union should
   be impractical for ten or a dozen English colonies.""
      According to Grinde, Franklin convened meetings of Iroquois chiefs
   and congressional delegates in order to ""hammer out a plan that he
   acknowedged to be similar to the Iroquois Confederacy.""

Grinde is Professor Donald Grinde,Jr., of the University of California
at Riverside whose book _The Iroquois and the Founding Fathers of the
American Nation_ addresses this issue.
--
Doug Graham         dgraham@bnr.ca         My opinions are my own.
",C:\Users\Administrator\scikit_learn_data\20news_home\20news-bydate-test\alt.atheism\53456
